title,price_sale,price_regular,url,image_url,out_of_stock,description,product_type,tags,variants,images
Hand Made Leather Card Holder HMC01,Rs.2999.00,,https://wolveyes.com/products/hand-made-leather-card-holder,,False,"Step into luxury with the Hand made leather card holder , a perfect blend of sophistication and practicality. Featuring a high-gloss finish and an exquisite , this wallet is designed for those who value style and superior craftsmanship. High-Quality Material : Crafted from premium patent leather with a  Hand made leather card holder for a sleek and polished look. Elegant Finish : The glossy surface adds a refined touch, making it a standout accessory. Ample Storage : Includes multiple compartments for cash, cards, IDs, and coins, keeping your essentials organized. Compact Design : Sleek and lightweight, it fits comfortably in your hand or handbag. Secure Closure : Features a durable snap or zip closure to keep your items safe and secure.",,,green | SKU: | Rs.2999.00 |  | Available:True | Inventory: || bronze | SKU: | Rs.2999.00 |  | Available:True | Inventory:,https://cdn.shopify.com/s/files/1/0696/6106/5406/files/hand-made-leather-card-holder-444200.webp?v=1744968405 | https://cdn.shopify.com/s/files/1/0696/6106/5406/files/hand-made-leather-card-holder-912596.webp?v=1744968404 | https://cdn.shopify.com/s/files/1/0696/6106/5406/files/hand-made-leather-card-holder-788725.webp?v=1744968404 | https://cdn.shopify.com/s/files/1/0696/6106/5406/files/hand-made-leather-card-holder-608304.webp?v=1744968404 | https://cdn.shopify.com/s/files/1/0696/6106/5406/files/hand-made-leather-card-holder-833778.webp?v=1744968405 | https://cdn.shopify.com/s/files/1/0696/6106/5406/files/hand-made-leather-card-holder-876548.webp?v=1744968404 | https://cdn.shopify.com/s/files/1/0696/6106/5406/files/hand-made-leather-card-holder-608292.webp?v=1744968404 | https://cdn.shopify.com/s/files/1/0696/6106/5406/files/hand-made-leather-card-holder-207467.webp?v=1744968405
Hand made wallet bifold HMB01,Rs.6000.00,Rs.7500.00,https://wolveyes.com/products/hand-made-wallet-bifold,,True,"Step up your accessory game with the Hand made wallet bifold, a perfect blend of sleek elegance and distinctive texture. Made from high-quality Leather Wallet with biofold with a glossy , this wallet features a unique, textured surface that sets it apart from conventional leather designs. The rich black color adds sophistication, while the shiny, reflective finish brings a modern edge.",,,Brown | SKU: | Rs.6000.00 | Rs.7500.00 | Available:False | Inventory: || Green | SKU: | Rs.6000.00 | Rs.7500.00 | Available:False | Inventory:,https://cdn.shopify.com/s/files/1/0696/6106/5406/files/hand-made-wallet-bifold-850221.webp?v=1744968405 | https://cdn.shopify.com/s/files/1/0696/6106/5406/files/hand-made-wallet-bifold-243134.webp?v=1744994928 | https://cdn.shopify.com/s/files/1/0696/6106/5406/files/hand-made-wallet-bifold-249647.webp?v=1744994928 | https://cdn.shopify.com/s/files/1/0696/6106/5406/files/hand-made-wallet-bifold-570919.webp?v=1744994928 | https://cdn.shopify.com/s/files/1/0696/6106/5406/files/hand-made-wallet-bifold-327226.webp?v=1744994928 | https://cdn.shopify.com/s/files/1/0696/6106/5406/files/hand-made-wallet-bifold-438100.webp?v=1744994928 | https://cdn.shopify.com/s/files/1/0696/6106/5406/files/hand-made-wallet-bifold-528944.webp?v=1744994928 | https://cdn.shopify.com/s/files/1/0696/6106/5406/files/hand-made-wallet-bifold-473304.webp?v=1744994928 | https://cdn.shopify.com/s/files/1/0696/6106/5406/files/hand-made-wallet-bifold-656600.webp?v=1744994928 | https://cdn.shopify.com/s/files/1/0696/6106/5406/files/hand-made-wallet-bifold-358830.webp?v=1744994928 | https://cdn.shopify.com/s/files/1/0696/6106/5406/files/hand-made-wallet-bifold-333198.webp?v=1744994926 | https://cdn.shopify.com/s/files/1/0696/6106/5406/files/hand-made-wallet-bifold-520259.webp?v=1744994926 | https://cdn.shopify.com/s/files/1/0696/6106/5406/files/hand-made-wallet-bifold-685789.webp?v=1744968500 | https://cdn.shopify.com/s/files/1/0696/6106/5406/files/hand-made-wallet-bifold-673901.webp?v=1744968499 | https://cdn.shopify.com/s/files/1/0696/6106/5406/files/hand-made-wallet-bifold-134834.webp?v=1744968406
Hooded Leather Bomber Jacket SF002H,Rs.24999.00,Rs.29999.00,https://wolveyes.com/products/mc0006-004,,False,"Make a bold statement with the Nintenzo Black Hooded Leather Bomber Jacket , the perfect combination of rugged durability and modern streetwear style. Designed for those who appreciate versatility and edge, this jacket is an essential addition to your wardrobe. Premium Material : Crafted from high-quality genuine leather with a smooth black finish for a timeless and polished look. Built-In Hood : Features an attached hood for a layered aesthetic and added protection against the elements. Bomber Silhouette : A classic design with ribbed cuffs and hem for a snug and stylish fit. Functional Design : Includes secure zippered pockets and a sturdy front zipper closure for practicality. Urban Appeal : The fusion of leather craftsmanship and casual hooded style makes it perfect for both city adventures and casual outings.",mens,,XSmall | SKU:MC0006-004 | Rs.24999.00 | Rs.29999.00 | Available:True | Inventory: || Small | SKU:MC0006-005 | Rs.24999.00 | Rs.29999.00 | Available:True | Inventory: || Medium | SKU:MC0006-006 | Rs.24999.00 | Rs.29999.00 | Available:True | Inventory: || Large | SKU:MC0006-007 | Rs.24999.00 | Rs.29999.00 | Available:True | Inventory: || XLarge | SKU:MC0006-008 | Rs.24999.00 | Rs.29999.00 | Available:True | Inventory: || 2XLarge | SKU:MC0006-009 | Rs.24999.00 | Rs.29999.00 | Available:True | Inventory:,https://cdn.shopify.com/s/files/1/0696/6106/5406/files/nintenzo-black-hooded-leather-bomber-jacket-301146.jpg?v=1744968507 | https://cdn.shopify.com/s/files/1/0696/6106/5406/files/nintenzo-black-hooded-leather-bomber-jacket-535308.jpg?v=1744968507 | https://cdn.shopify.com/s/files/1/0696/6106/5406/files/nintenzo-black-hooded-leather-bomber-jacket-214570.jpg?v=1744968507 | https://cdn.shopify.com/s/files/1/0696/6106/5406/files/nintenzo-black-hooded-leather-bomber-jacket-799676.jpg?v=1744968507 | https://cdn.shopify.com/s/files/1/0696/6106/5406/files/nintenzo-black-hooded-leather-bomber-jacket-650879.jpg?v=1744968507 | https://cdn.shopify.com/s/files/1/0696/6106/5406/files/nintenzo-black-hooded-leather-bomber-jacket-917074.jpg?v=1744968507 | https://cdn.shopify.com/s/files/1/0696/6106/5406/files/ionic-beidge-leather-jacket-sf005-431469.jpg?v=1744968506
Ionic Brown Leather Jacket sf001,Rs.24500.00,Rs.29000.00,https://wolveyes.com/products/ionic-brown-leather-jacket-copy,,False,"Embrace bold sophistication with the Ionic Black Leather Jacket, a perfect blend of sleek design and timeless edge. Crafted from high-quality black leather, this jacket offers a luxurious, supple feel while ensuring durability and long-lasting wear. The rich, deep black hue exudes versatility, allowing the jacket to pair effortlessly with any outfit, from casual to formal.",mens,,XSmall | SKU:LW0823-069 | Rs.24500.00 | Rs.29000.00 | Available:True | Inventory: || Small | SKU:LW0823-070 | Rs.24500.00 | Rs.29000.00 | Available:True | Inventory: || Medium | SKU:LW0823-071 | Rs.24500.00 | Rs.29000.00 | Available:True | Inventory: || Large | SKU:LW0823-072 | Rs.24500.00 | Rs.29000.00 | Available:True | Inventory: || XLarge | SKU:LW0823-073 | Rs.24500.00 | Rs.29000.00 | Available:True | Inventory: || 2XLarge | SKU:LW0823-074 | Rs.24500.00 | Rs.29000.00 | Available:True | Inventory:,https://cdn.shopify.com/s/files/1/0696/6106/5406/files/ionic-brown-leather-jacket-sf001-487016.jpg?v=1744968507 | https://cdn.shopify.com/s/files/1/0696/6106/5406/files/ionic-brown-leather-jacket-sf001-876267.jpg?v=1744968506 | https://cdn.shopify.com/s/files/1/0696/6106/5406/files/ionic-brown-leather-jacket-sf001-688810.jpg?v=1744968507 | https://cdn.shopify.com/s/files/1/0696/6106/5406/files/ionic-beidge-leather-jacket-sf005-431469.jpg?v=1744968506
Ionic Brown Leather Jacket sf002,Rs.25000.00,Rs.29000.00,https://wolveyes.com/products/abc,,False,"Embrace bold sophistication with the Ionic Black Leather Jacket, a perfect blend of sleek design and timeless edge. Crafted from high-quality black leather, this jacket offers a luxurious, supple feel while ensuring durability and long-lasting wear. The rich, deep black hue exudes versatility, allowing the jacket to pair effortlessly with any outfit, from casual to formal.",mens,,XSmall | SKU:LW0823-069 | Rs.25000.00 | Rs.29000.00 | Available:True | Inventory: || Small | SKU:LW0823-070 | Rs.25000.00 | Rs.29000.00 | Available:True | Inventory: || Medium | SKU:LW0823-071 | Rs.25000.00 | Rs.29000.00 | Available:True | Inventory: || Large | SKU:LW0823-072 | Rs.25000.00 | Rs.29000.00 | Available:True | Inventory: || XLarge | SKU:LW0823-073 | Rs.25000.00 | Rs.29000.00 | Available:True | Inventory: || 2XLarge | SKU:LW0823-074 | Rs.25000.00 | Rs.29000.00 | Available:True | Inventory:,https://cdn.shopify.com/s/files/1/0696/6106/5406/files/ionic-brown-leather-jacket-sf002-525352.jpg?v=1744968507 | https://cdn.shopify.com/s/files/1/0696/6106/5406/files/ionic-brown-leather-jacket-sf002-261511.jpg?v=1744968507 | https://cdn.shopify.com/s/files/1/0696/6106/5406/files/ionic-brown-leather-jacket-sf002-591409.jpg?v=1744968507 | https://cdn.shopify.com/s/files/1/0696/6106/5406/files/ionic-brown-leather-jacket-sf002-311844.jpg?v=1744968507 | https://cdn.shopify.com/s/files/1/0696/6106/5406/files/ionic-beidge-leather-jacket-sf005-431469.jpg?v=1744968506
Ionic Brown Stylish Leather Jacket SF003,Rs.25000.00,Rs.29000.00,https://wolveyes.com/products/ionic-brown-leather-jacket-sf002-copy-2,,False,"Embrace bold sophistication with the Ionic Black Leather Jacket, a perfect blend of sleek design and timeless edge. Crafted from high-quality black leather, this jacket offers a luxurious, supple feel while ensuring durability and long-lasting wear. The rich, deep black hue exudes versatility, allowing the jacket to pair effortlessly with any outfit,  from casual to formal.",mens,,XSmall | SKU:LW0823-069 | Rs.25000.00 | Rs.29000.00 | Available:True | Inventory: || Small | SKU:LW0823-070 | Rs.25000.00 | Rs.29000.00 | Available:True | Inventory: || Medium | SKU:LW0823-071 | Rs.25000.00 | Rs.29000.00 | Available:True | Inventory: || Large | SKU:LW0823-072 | Rs.25000.00 | Rs.29000.00 | Available:True | Inventory: || XLarge | SKU:LW0823-073 | Rs.25000.00 | Rs.29000.00 | Available:True | Inventory: || 2XLarge | SKU:LW0823-074 | Rs.25000.00 | Rs.29000.00 | Available:True | Inventory:,https://cdn.shopify.com/s/files/1/0696/6106/5406/files/ionic-brown-stylish-leather-jacket-1440641.jpg?v=1755141900 | https://cdn.shopify.com/s/files/1/0696/6106/5406/files/ionic-brown-stylish-leather-jacket-4947508.jpg?v=1755141852 | https://cdn.shopify.com/s/files/1/0696/6106/5406/files/ionic-brown-stylish-leather-jacket-8093751.jpg?v=1755141900 | https://cdn.shopify.com/s/files/1/0696/6106/5406/files/ionic-brown-stylish-leather-jacket-5142445.jpg?v=1755141853 | https://cdn.shopify.com/s/files/1/0696/6106/5406/files/ionic-brown-stylish-leather-jacket-7359219.jpg?v=1755141851 | https://cdn.shopify.com/s/files/1/0696/6106/5406/files/ionic-brown-stylish-leather-jacket-5491853.jpg?v=1755141852 | https://cdn.shopify.com/s/files/1/0696/6106/5406/files/ionic-brown-stylish-leather-jacket-6608838.jpg?v=1755141899 | https://cdn.shopify.com/s/files/1/0696/6106/5406/files/ionic-brown-stylish-leather-jacket-1209191.jpg?v=1755141855 | https://cdn.shopify.com/s/files/1/0696/6106/5406/files/ionic-brown-stylish-leather-jacket-6741236.jpg?v=1755141851 | https://cdn.shopify.com/s/files/1/0696/6106/5406/files/ionic-brown-stylish-leather-jacket-7103207.jpg?v=1755141899 | https://cdn.shopify.com/s/files/1/0696/6106/5406/files/ionic-brown-stylish-leather-jacket-8823554.jpg?v=1755141899 | https://cdn.shopify.com/s/files/1/0696/6106/5406/files/ionic-brown-stylish-leather-jacket-3507563.jpg?v=1755141852 | https://cdn.shopify.com/s/files/1/0696/6106/5406/files/ionic-brown-stylish-leather-jacket-2964038.jpg?v=1755141852 | https://cdn.shopify.com/s/files/1/0696/6106/5406/files/ionic-brown-stylish-leather-jacket-3717137.jpg?v=1755141853 | https://cdn.shopify.com/s/files/1/0696/6106/5406/files/ionic-brown-stylish-leather-jacket-6379747.jpg?v=1755141851
Kaptaan Leather Chappal Camel Color KC01,Rs.12500.00,Rs.12000.00,https://wolveyes.com/products/medicated-leather-chappal-brown-copy-1,,False,"Handcrafted Leather Chapal These traditional leather Kaptan Chapals are meticulously handcrafted for durability and comfort. Made from high-quality leather with intricate stitching, they offer a perfect blend of style and practicality. Ideal for any occasion, they provide a comfortable fit and timeless appeal. Key Features: 100% genuine leather for premium quality and long-lasting wear Handcrafted by skilled artisans with traditional techniques Comfortable, flexible sole for all-day wear Timeless, classic design suitable for various occasions Durable construction that ensures lasting performance",,,6 | SKU: | Rs.12500.00 | Rs.12000.00 | Available:False | Inventory: || 7 | SKU: | Rs.12500.00 | Rs.12000.00 | Available:True | Inventory: || 8 | SKU: | Rs.12500.00 | Rs.12000.00 | Available:True | Inventory: || 9 | SKU: | Rs.12500.00 | Rs.12000.00 | Available:True | Inventory: || 10 | SKU: | Rs.12500.00 | Rs.12000.00 | Available:True | Inventory: || 11 | SKU: | Rs.12500.00 | Rs.12000.00 | Available:True | Inventory: || 12 | SKU: | Rs.12500.00 | Rs.12000.00 | Available:True | Inventory: || 13 | SKU: | Rs.12500.00 | Rs.12000.00 | Available:False | Inventory: || 14 | SKU: | Rs.12500.00 | Rs.12000.00 | Available:False | Inventory:,https://cdn.shopify.com/s/files/1/0696/6106/5406/files/kaptaan-leather-chappal-camel-color-6297941.jpg?v=1753153205 | https://cdn.shopify.com/s/files/1/0696/6106/5406/files/kaptaan-leather-chappal-camel-color-4123750.jpg?v=1753153344 | https://cdn.shopify.com/s/files/1/0696/6106/5406/files/kaptaan-leather-chappal-camel-color-9515440.jpg?v=1753153205 | https://cdn.shopify.com/s/files/1/0696/6106/5406/files/kaptaan-leather-chappal-camel-color-5044879.jpg?v=1753153345 | https://cdn.shopify.com/s/files/1/0696/6106/5406/files/kaptaan-leather-chappal-camel-color-6326402.jpg?v=1753153204 | https://cdn.shopify.com/s/files/1/0696/6106/5406/files/kaptaan-leather-chappal-camel-color-6467411.jpg?v=1753153206 | https://cdn.shopify.com/s/files/1/0696/6106/5406/files/kaptaan-leather-chappal-camel-color-4788727.jpg?v=1753153204 | https://cdn.shopify.com/s/files/1/0696/6106/5406/files/kaptaan-leather-chappal-camel-color-5514815.jpg?v=1753153206 | https://cdn.shopify.com/s/files/1/0696/6106/5406/files/kaptaan-leather-chappal-camel-color-8130073.jpg?v=1753153344 | https://cdn.shopify.com/s/files/1/0696/6106/5406/files/kaptaan-leather-chappal-camel-color-1769910.jpg?v=1753153205 | https://cdn.shopify.com/s/files/1/0696/6106/5406/files/kaptaan-leather-chappal-camel-color-7376663.jpg?v=1753153204 | https://cdn.shopify.com/s/files/1/0696/6106/5406/files/kaptaan-leather-chappal-camel-color-5066712.jpg?v=1753153205 | https://cdn.shopify.com/s/files/1/0696/6106/5406/files/kaptaan-leather-chappal-camel-color-1020185.jpg?v=1753153205
Kaptan Hand Made Chappal Black KHC01,Rs.10500.00,Rs.12000.00,https://wolveyes.com/products/kaptan-hand-made-chappal-black,,True,"Handcrafted Leather Kaptan Chappal These traditional leather Kaptan Chapals are meticulously handcrafted for durability and comfort. Made from high-quality leather with intricate stitching, they offer a perfect blend of style and practicality. Ideal for any occasion, they provide a comfortable fit and timeless appeal. Key Features: 100% genuine leather for premium quality and long-lasting wear Handcrafted by skilled artisans with traditional techniques Comfortable, flexible sole for all-day wear Timeless, classic design suitable for various occasions Durable construction that ensures lasting performance",,,7 | SKU: | Rs.10500.00 | Rs.12000.00 | Available:False | Inventory: || 8 | SKU: | Rs.10500.00 | Rs.12000.00 | Available:False | Inventory: || 9 | SKU: | Rs.10500.00 | Rs.12000.00 | Available:False | Inventory: || 10 | SKU: | Rs.10500.00 | Rs.12000.00 | Available:False | Inventory: || 11 | SKU: | Rs.10500.00 | Rs.12000.00 | Available:False | Inventory: || 12 | SKU: | Rs.10500.00 | Rs.12000.00 | Available:False | Inventory: || 13 | SKU: | Rs.10500.00 | Rs.12000.00 | Available:False | Inventory: || 14 | SKU: | Rs.10500.00 | Rs.12000.00 | Available:False | Inventory:,https://cdn.shopify.com/s/files/1/0696/6106/5406/files/kaptan-hand-made-chappal-black-852272.webp?v=1744968505 | https://cdn.shopify.com/s/files/1/0696/6106/5406/files/kaptan-hand-made-chappal-black-202939.webp?v=1744968505 | https://cdn.shopify.com/s/files/1/0696/6106/5406/files/kaptan-hand-made-chappal-black-664353.webp?v=1744968504 | https://cdn.shopify.com/s/files/1/0696/6106/5406/files/kaptan-hand-made-chappal-black-317384.webp?v=1744968504 | https://cdn.shopify.com/s/files/1/0696/6106/5406/files/kaptan-hand-made-chappal-black-340819.webp?v=1744968504 | https://cdn.shopify.com/s/files/1/0696/6106/5406/files/kaptan-hand-made-chappal-black-794853.webp?v=1744968505 | https://cdn.shopify.com/s/files/1/0696/6106/5406/files/kaptan-hand-made-chappal-black-677064.webp?v=1744968504 | https://cdn.shopify.com/s/files/1/0696/6106/5406/files/kaptan-hand-made-chappal-we001-394313.webp?v=1747632087
Kaptan hand made chappal dark blue,Rs.13500.00,Rs.16500.00,https://wolveyes.com/products/kaptan-hand-made-chappal-dark-blue,,True,"Handcrafted Leather Kaptan Chappal These traditional leather Kaptan Chapals are meticulously handcrafted for durability and comfort. Made from high-quality leather with intricate stitching, they offer a perfect blend of style and practicality. Ideal for any occasion, they provide a comfortable fit and timeless appeal. Key Features: 100% genuine leather for premium quality and long-lasting wear Handcrafted by skilled artisans with traditional techniques Comfortable, flexible sole for all-day wear Timeless, classic design suitable for various occasions Durable construction that ensures lasting performance",,,7 | SKU: | Rs.13500.00 | Rs.16500.00 | Available:False | Inventory: || 8 | SKU: | Rs.13500.00 | Rs.16500.00 | Available:False | Inventory: || 9 | SKU: | Rs.13500.00 | Rs.16500.00 | Available:False | Inventory: || 10 | SKU: | Rs.13500.00 | Rs.16500.00 | Available:False | Inventory: || 11 | SKU: | Rs.13500.00 | Rs.16500.00 | Available:False | Inventory: || 12 | SKU: | Rs.13500.00 | Rs.16500.00 | Available:False | Inventory: || 13 | SKU: | Rs.13500.00 | Rs.16500.00 | Available:False | Inventory: || 14 | SKU: | Rs.13500.00 | Rs.16500.00 | Available:False | Inventory:,https://cdn.shopify.com/s/files/1/0696/6106/5406/files/kaptan-hand-made-chappal-dark-blue-953491.webp?v=1744968403 | https://cdn.shopify.com/s/files/1/0696/6106/5406/files/kaptan-hand-made-chappal-dark-blue-824880.webp?v=1744968402 | https://cdn.shopify.com/s/files/1/0696/6106/5406/files/kaptan-hand-made-chappal-dark-blue-489049.webp?v=1744968402 | https://cdn.shopify.com/s/files/1/0696/6106/5406/files/kaptan-hand-made-chappal-dark-blue-489477.webp?v=1744968402 | https://cdn.shopify.com/s/files/1/0696/6106/5406/files/kaptan-hand-made-chappal-dark-blue-333462.webp?v=1744968402 | https://cdn.shopify.com/s/files/1/0696/6106/5406/files/kaptan-hand-made-chappal-dark-blue-729534.webp?v=1744968403
Kaptan hand made chappal WE001,Rs.11500.00,Rs.14500.00,https://wolveyes.com/products/kaptan-hand-made-chappal-we001,,False,"Handcrafted Leather Kaptan Chappal These traditional leather Kaptan Chapals are meticulously handcrafted for durability and comfort. Made from high-quality leather with intricate stitching, they offer a perfect blend of style and practicality. Ideal for any occasion, they provide a comfortable fit and timeless appeal. Key Features: 100% genuine leather for premium quality and long-lasting wear Handcrafted by skilled artisans with traditional techniques Comfortable, flexible sole for all-day wear Timeless, classic design suitable for various occasions Durable construction that ensures lasting performance",,,7 | SKU: | Rs.11500.00 | Rs.14500.00 | Available:False | Inventory: || 8 | SKU: | Rs.11500.00 | Rs.14500.00 | Available:False | Inventory: || 9 | SKU: | Rs.11500.00 | Rs.14500.00 | Available:True | Inventory: || 10 | SKU: | Rs.11500.00 | Rs.14500.00 | Available:False | Inventory: || 11 | SKU: | Rs.11500.00 | Rs.14500.00 | Available:True | Inventory: || 12 | SKU: | Rs.11500.00 | Rs.14500.00 | Available:True | Inventory: || 13 | SKU: | Rs.11500.00 | Rs.14500.00 | Available:True | Inventory: || 14 | SKU: | Rs.11500.00 | Rs.14500.00 | Available:True | Inventory:,https://cdn.shopify.com/s/files/1/0696/6106/5406/files/kaptan-hand-made-chappal-we001-715963.webp?v=1744968402 | https://cdn.shopify.com/s/files/1/0696/6106/5406/files/kaptan-hand-made-chappal-we001-305255.webp?v=1744968402 | https://cdn.shopify.com/s/files/1/0696/6106/5406/files/kaptan-hand-made-chappal-we001-853978.webp?v=1744968403 | https://cdn.shopify.com/s/files/1/0696/6106/5406/files/kaptan-hand-made-chappal-we001-158710.webp?v=1744968402 | https://cdn.shopify.com/s/files/1/0696/6106/5406/files/kaptan-hand-made-chappal-we001-152316.webp?v=1744968402 | https://cdn.shopify.com/s/files/1/0696/6106/5406/files/kaptan-hand-made-chappal-we001-176213.webp?v=1744968403 | https://cdn.shopify.com/s/files/1/0696/6106/5406/files/kaptan-hand-made-chappal-we001-593992.webp?v=1744968403 | https://cdn.shopify.com/s/files/1/0696/6106/5406/files/kaptan-hand-made-chappal-we001-394313.webp?v=1747632087
Ladies Hand Leather Bag HB01,Rs.9500.00,Rs.15000.00,https://wolveyes.com/products/ladies-natural-mild-leather-bag-green-copy,,False,"Elevate your style with the Ladies Hand Leather Bag  , a statement piece that combines luxury, durability, and sophistication. Crafted from high-quality  leather with a glossy , this tote exudes bold elegance, making it the perfect accessory for both professional and casual settings. The rich texture and shiny surface add depth and refinement, ensuring this bag stands out wherever you go.",,,Black | SKU: | Rs.9500.00 | Rs.15000.00 | Available:True | Inventory: || White | SKU: | Rs.9500.00 | Rs.15000.00 | Available:True | Inventory:,https://cdn.shopify.com/s/files/1/0696/6106/5406/files/ladies-hand-leather-bag-990444.jpg?v=1746531656 | https://cdn.shopify.com/s/files/1/0696/6106/5406/files/ladies-hand-leather-bag-466792.jpg?v=1756044115 | https://cdn.shopify.com/s/files/1/0696/6106/5406/files/ladies-hand-leather-bag-750161.jpg?v=1756044115 | https://cdn.shopify.com/s/files/1/0696/6106/5406/files/ladies-hand-leather-bag-862816.jpg?v=1756044115 | https://cdn.shopify.com/s/files/1/0696/6106/5406/files/ladies-hand-leather-bag-994408.jpg?v=1756044115 | https://cdn.shopify.com/s/files/1/0696/6106/5406/files/ladies-hand-leather-bag-215305.jpg?v=1756044115 | https://cdn.shopify.com/s/files/1/0696/6106/5406/files/ladies-hand-leather-bag-921094.jpg?v=1746531654 | https://cdn.shopify.com/s/files/1/0696/6106/5406/files/ladies-hand-leather-bag-158373.jpg?v=1746531656
Ladies hand purse NM02,Rs.11500.00,Rs.22500.00,https://wolveyes.com/products/ladies-natural-mild-leather-bag-blue-copy,,False,"Elevate your style with the Ladies natural mild leather bag, a statement piece that combines luxury, durability, and sophistication. Crafted from high-quality  leather with a glossy , this tote exudes bold elegance, making it the perfect accessory for both professional and casual settings. The rich texture and shiny surface add depth and refinement, ensuring this bag stands out wherever you go. DIMENSIONS: 10.5inch x 7inch x 5inch",,,Black | SKU: | Rs.11500.00 | Rs.22500.00 | Available:True | Inventory: || Brown | SKU: | Rs.11500.00 | Rs.22500.00 | Available:True | Inventory:,https://cdn.shopify.com/s/files/1/0696/6106/5406/files/15.jpg?v=1754737472 | https://cdn.shopify.com/s/files/1/0696/6106/5406/files/ladies-hand-purse-2541560.jpg?v=1754810475 | https://cdn.shopify.com/s/files/1/0696/6106/5406/files/ladies-hand-purse-7229694.jpg?v=1754810432 | https://cdn.shopify.com/s/files/1/0696/6106/5406/files/ladies-hand-purse-3516971.jpg?v=1754810475 | https://cdn.shopify.com/s/files/1/0696/6106/5406/files/ladies-hand-purse-9340009.jpg?v=1754810431 | https://cdn.shopify.com/s/files/1/0696/6106/5406/files/ladies-hand-purse-6461417.jpg?v=1754810432 | https://cdn.shopify.com/s/files/1/0696/6106/5406/files/ladies-hand-purse-5656647.jpg?v=1754810433 | https://cdn.shopify.com/s/files/1/0696/6106/5406/files/5.jpg?v=1754737472 | https://cdn.shopify.com/s/files/1/0696/6106/5406/files/ladies-hand-purse-9304253.jpg?v=1754810475 | https://cdn.shopify.com/s/files/1/0696/6106/5406/files/ladies-hand-purse-5198954.jpg?v=1754810433 | https://cdn.shopify.com/s/files/1/0696/6106/5406/files/ladies-hand-purse-5542588.jpg?v=1754810475 | https://cdn.shopify.com/s/files/1/0696/6106/5406/files/7.jpg?v=1754737472 | https://cdn.shopify.com/s/files/1/0696/6106/5406/files/ladies-hand-purse-5467655.jpg?v=1754810432 | https://cdn.shopify.com/s/files/1/0696/6106/5406/files/10.jpg?v=1754737472 | https://cdn.shopify.com/s/files/1/0696/6106/5406/files/ladies-hand-purse-1635842.jpg?v=1754810432 | https://cdn.shopify.com/s/files/1/0696/6106/5406/files/11.jpg?v=1754737472 | https://cdn.shopify.com/s/files/1/0696/6106/5406/files/ladies-hand-purse-1830919.jpg?v=1754810475 | https://cdn.shopify.com/s/files/1/0696/6106/5406/files/12.jpg?v=1754737472 | https://cdn.shopify.com/s/files/1/0696/6106/5406/files/ladies-hand-purse-6968400.jpg?v=1754810431 | https://cdn.shopify.com/s/files/1/0696/6106/5406/files/13.jpg?v=1754737472 | https://cdn.shopify.com/s/files/1/0696/6106/5406/files/ladies-hand-purse-1899558.jpg?v=1754810432 | https://cdn.shopify.com/s/files/1/0696/6106/5406/files/ladies-hand-purse-2607516.jpg?v=1754810433
Ladies Natural Mild Leather Bag NM01 (BLUE),Rs.17500.00,Rs.22500.00,https://wolveyes.com/products/ladies-leather-hand-bag-copy,,False,"Elevate your style with the Ladies natural mild leather bag, a statement piece that combines luxury, durability, and sophistication. Crafted from high-quality  leather with a glossy , this tote exudes bold elegance, making it the perfect accessory for both professional and casual settings. The rich texture and shiny surface add depth and refinement, ensuring this bag stands out wherever you go.",,,Blue | SKU: | Rs.17500.00 | Rs.22500.00 | Available:True | Inventory:,https://cdn.shopify.com/s/files/1/0696/6106/5406/files/ladies-natural-mild-leather-bag-blue-359599.jpg?v=1745062911 | https://cdn.shopify.com/s/files/1/0696/6106/5406/files/ladies-natural-mild-leather-bag-blue-948916.jpg?v=1748338609 | https://cdn.shopify.com/s/files/1/0696/6106/5406/files/ladies-natural-mild-leather-bag-blue-861855.jpg?v=1748338609 | https://cdn.shopify.com/s/files/1/0696/6106/5406/files/ladies-natural-mild-leather-bag-blue-757363.jpg?v=1745062912 | https://cdn.shopify.com/s/files/1/0696/6106/5406/files/ladies-natural-mild-leather-bag-blue-383564.jpg?v=1745062911 | https://cdn.shopify.com/s/files/1/0696/6106/5406/files/ladies-natural-mild-leather-bag-blue-602260.jpg?v=1745062911 | https://cdn.shopify.com/s/files/1/0696/6106/5406/files/ladies-natural-mild-leather-bag-blue-130707.jpg?v=1745145826
